version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone 12 Pro,1761341797810,2025-10-24_21-36-37,Africa/Kigali,ios,1.47.1,28d59df4-03aa-465b-bf75-fcfb76b93be1,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false
